type;datetime;itemcallnumber;title;subjects
issue;"2013-05-03 11:42:16";"HF5381.N6505 2003";"Great jobs for art majors /";"Art Vocational guidance United States. Art Vocational guidance."
issue;"2013-05-03 14:50:44";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
issue;"2013-05-03 14:50:47";"HF5382.7.LB2331 2008";"Job-hunting online :";"Job hunting United States Computer network resources. Web sites United States Directories."
issue;"2013-05-06 09:18:20";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
localuse;"2013-05-06 09:21:40";"JZ1405.6.I55 2003";"Inside a U.S. embassy :";"Diplomatic and consular service, American. Travel &amp; International Employment."
localuse;"2013-05-06 09:21:48";"JZ1238.U6.C37 2008";"Careers in international affairs /";"International relations Vocational guidance United States. International economic relations Vocational guidance United States. International relations Vocational guidance United States. International economic relations Vocational guidance United States."
issue;"2013-05-08 14:20:08";"HF5382.7.S34 2010";"How to find a job on LinkedIn, Facebook, MySpace, Twitter and other social networks /";"Job hunting Computer network resources. Online social networks. Business networks. Internet. Job hunting Internet resources. Social networking."
issue;"2013-05-09 14:51:07";"HF5381.D88 2010";"What's your type of career? :";"Vocational guidance. Personality and occupation."
issue;"2013-05-13 15:21:51";"JK716.C59 2010";"The complete idiot's guide to getting government jobs /";"Civil service positions United States Handbooks, manuals, etc."
issue;"2013-05-13 15:22:10";"HD62.5.G854 2012";"The $100 startup :";"New business enterprises Management. Entrepreneurship."
issue;"2013-05-14 16:51:13";"HF5382.7 .Y38 2011";"Knock 'em dead :";"Job hunting. Job hunting Computer network resources. Employment interviewing United States. Resumes (Employment)"
issue;"2013-05-16 11:39:28";"JZ1480.A5.K67 2008";"Career diplomacy :";"Diplomatic and consular service, American. Diplomatischer Dienst."
issue;"2013-05-16 11:39:32";"JK716.C59 2010";"The complete idiot's guide to getting government jobs /";"Civil service positions United States Handbooks, manuals, etc."
issue;"2013-05-17 14:42:03";HD6054.3.C36;"Advice from the Top: What Minority Women Say about Their Career Success.";
localuse;"2013-05-20 13:03:36";"HF5381.ML3795.1 2004";"Great jobs for music majors /";"Music Vocational guidance. Job hunting. College graduates Employment."
issue;"2013-05-21 17:00:05";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
issue;"2013-05-22 08:16:21";"HD2770.16.LC1072 2009";"The Successful Internship: Personal, Professional, and Civic Development.";
renew;"2013-05-30 15:46:13";"JK716.C59 2010";"The complete idiot's guide to getting government jobs /";"Civil service positions United States Handbooks, manuals, etc."
issue;"2013-05-30 15:46:57";"JZ1480.A5.K67 2008";"Career diplomacy :";"Diplomatic and consular service, American. Diplomatischer Dienst."
renew;"2013-05-30 15:47:22";"JK716.C59 2010";"The complete idiot's guide to getting government jobs /";"Civil service positions United States Handbooks, manuals, etc."
renew;"2013-05-30 15:47:22";"JZ1480.A5.K67 2008";"Career diplomacy :";"Diplomatic and consular service, American. Diplomatischer Dienst."
localuse;"2013-06-03 11:31:09";"HF5381.ML3795.1 2004";"Great jobs for music majors /";"Music Vocational guidance. Job hunting. College graduates Employment."
localuse;"2013-06-03 13:02:56";"R745 .A8 2012";"Medical school admission requirements, U.S.A. and Canada.";"Medical colleges United States Entrance requirements Periodicals. Medical colleges Canada Entrance requirements Periodicals. School Admission Criteria Canada Periodicals. School Admission Criteria United States Periodicals. Schools, Medical Canada Periodicals. Schools, Medical United States Periodicals."
localuse;"2013-06-03 13:04:39";HD6054.3.C36;"Advice from the Top: What Minority Women Say about Their Career Success.";
localuse;"2013-06-03 13:04:48";HD6054.3.C36;"Advice from the Top: What Minority Women Say about Their Career Success.";
renew;"2013-06-13 05:55:59";"HD2770.16.LC1072 2009";"The Successful Internship: Personal, Professional, and Civic Development.";
issue;"2013-06-13 15:01:39";"HF5549.5.HG173 2002";"Vault guide to finance interviews /";"Finance Vocational guidance. Employment interviewing."
issue;"2013-06-13 16:47:55";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-06-13 16:48:11";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
renew;"2013-06-18 09:50:51";"HD2770.16.LC1072 2009";"The Successful Internship: Personal, Professional, and Civic Development.";
issue;"2013-06-18 15:02:04";"HD2770.15.LC1072 2006";"The intern files :";"Internship programs. Interns."
localuse;"2013-06-18 15:36:12";"HF5381.N6505 2004";"The fine artist's career guide :";"Art Vocational guidance United States."
localuse;"2013-06-18 15:36:19";"HF5381.NC1001.HF45 2006";"Becoming a graphic designer :";"Commercial art Vocational guidance. Graphic arts Vocational guidance."
localuse;"2013-06-18 15:37:02";"HF5381.N6505 2003";"Great jobs for art majors /";"Art Vocational guidance United States. Art Vocational guidance."
localuse;"2013-06-26 14:13:07";"R745.U43 2006";"U.S. news ultimate guide to medical schools /";"Medical colleges Evaluation. Medicine Study and teaching (Graduate) College choice. Schools, Medical United States. Career Choice United States. Education, Medical United States. Vocational Guidance United States."
issue;"2013-06-27 14:20:26";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
issue;"2013-06-27 14:20:30";"BF698.9.O3 T54 1";"Do what you are :";"Personality and occupation. Myers-Briggs Type Indicator. Vocational guidance."
issue;"2013-06-28 13:30:00";"HF5382 HD69 2009";"The Windmill Networking approach to understanding, leveraging & maximizing LinkedIn :";"Business communication Computer networks. Online social networks. Web 2.0."
renew;"2013-06-28 15:36:42";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-06-28 15:38:36";"HF5382.7.M384 2010";"Unlock the hidden job market :";"Job hunting. Job hunting Computer network resources. Employment interviewing."
localuse;"2013-07-02 16:29:34";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
localuse;"2013-07-02 16:29:44";"JZ1238.U6.C37 2008";"Careers in international affairs /";"International relations Vocational guidance United States. International economic relations Vocational guidance United States. International relations Vocational guidance United States. International economic relations Vocational guidance United States."
localuse;"2013-07-02 16:29:53";HF5382.7.B374;"So what are you going to do with that? :";"Job hunting. Graduate students Employment. Career changes."
localuse;"2013-07-02 16:30:06";"JK716.K686 2010";"Jobs that matter :";"Nonprofit organizations United States Employees. Vocational guidance United States. Civil service positions United States."
localuse;"2013-07-02 16:30:17";"HM741.1.HF5381 2010";"The networking survival guide :";"Career development. Business networks. Social networks."
localuse;"2013-07-02 16:30:25";"JK1083.I57 2002";"The insider's guide to political internships :";"Interns (Legislation) United States Handbooks, manuals, etc."
localuse;"2013-07-02 16:30:31";"HF5382.7.C527 2010";"Job search strategies :";"Job hunting."
localuse;"2013-07-02 16:30:45";JK1083.E53;"An insider's guide to political jobs in Washington /";"Government executives Selection and appointment United States. Presidents Staff Selection and appointment United States. Political parties Employees Selection and appointment United States."
localuse;"2013-07-02 16:30:50";"HD2770.13.F191 2009";"Washington Internships: How to Get Them and Use Them to Launch Your Public Policy Career.";
localuse;"2013-07-02 16:30:53";"JK1083 .M35 2003";"Vault guide to Capitol Hill careers /";"Interns (Legislation) Vocational guidance United States. Lobbying Vocational guidance United States. Public relations Vocational guidance United States. Mass media Vocational guidance United States."
localuse;"2013-07-02 16:30:57";"HG179.K59 2009";"Get a financial life :";"Finance, Personal. Young adults Finance, Personal."
localuse;"2013-07-02 16:31:05";"HQ799.5.174 2006";"No more ramen :";"Young adults Life skills guides. Young adults Conduct of life. Young adults Vocational guidance. Job hunting. Young adults Finance, Personal."
localuse;"2013-07-02 16:31:13";"HD69.C6.W459 2009";"Getting started in consulting /";"Business consultants Handbooks, manuals, etc. Consultants Marketing Handbooks, manuals, etc. Unternehmensberatung."
localuse;"2013-07-08 16:58:44";"JK716.C59 2010";"The complete idiot's guide to getting government jobs /";"Civil service positions United States Handbooks, manuals, etc."
localuse;"2013-07-08 16:58:47";"JZ1480.A5.K67 2008";"Career diplomacy :";"Diplomatic and consular service, American. Diplomatischer Dienst."
issue;"2013-07-09 14:21:16";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
issue;"2013-07-12 15:33:39";"HF5382.7.M384 2010";"Unlock the hidden job market :";"Job hunting. Job hunting Computer network resources. Employment interviewing."
issue;"2013-07-12 15:33:47";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-07-12 16:01:19";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
issue;"2013-07-12 16:01:27";"HF5381.QA76.5 2002";"Great jobs for computer science majors /";"Computer science Vocational guidance Juvenile literature. Computer industry Employment Juvenile literature. Computer science Vocational guidance. Computer industry Vocational guidance."
localuse;"2013-07-15 08:57:15";"BF698.9.O3 T54 2";"Do what you are :";"Personality and occupation. Myers-Briggs Type Indicator. Vocational guidance."
localuse;"2013-07-15 08:57:18";"HM1261.R38 2008";"Strengths-based leadership :";"Executive ability Psychological aspects. Executive ability. Work Psychological aspects. Ability. Performance. Success in business."
issue;"2013-07-15 14:40:19";BF698.35.I59H45;"Introvert power :";"Introverts. Introversion."
renew;"2013-07-19 10:28:19";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
renew;"2013-07-19 10:28:19";"BF698.9.O3 T54 1";"Do what you are :";"Personality and occupation. Myers-Briggs Type Indicator. Vocational guidance."
renew;"2013-07-22 13:38:45";"HF5381.QA76.5 2002";"Great jobs for computer science majors /";"Computer science Vocational guidance Juvenile literature. Computer industry Employment Juvenile literature. Computer science Vocational guidance. Computer industry Vocational guidance."
renew;"2013-07-22 13:38:45";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
issue;"2013-07-23 13:18:47";"HF5549.51 2000";"101 salary secrets :";"Wages. Negotiation in business."
issue;"2013-07-24 16:40:58";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
issue;"2013-07-24 16:41:01";"LB2351.52.U6.A74 2012";"Graduate admissions essays :";"Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship. College applications United States."
renew;"2013-07-25 14:26:50";"HF5382.7.M384 2010";"Unlock the hidden job market :";"Job hunting. Job hunting Computer network resources. Employment interviewing."
renew;"2013-07-25 14:26:50";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
renew;"2013-07-25 14:26:53";"HF5382.7.M384 2010";"Unlock the hidden job market :";"Job hunting. Job hunting Computer network resources. Employment interviewing."
renew;"2013-07-25 14:26:53";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-07-25 14:28:08";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-07-25 14:28:11";"HF5382.7.M384 2010";"Unlock the hidden job market :";"Job hunting. Job hunting Computer network resources. Employment interviewing."
issue;"2013-07-25 15:01:17";"R154.J39.A3 2008";"Intern :";"Medical students United States Biography. Interns (Medicine) United States Biography. Residents (Medicine) United States Biography."
issue;"2013-07-25 15:01:34";"HF5382 HD69 2009";"The Windmill Networking approach to understanding, leveraging & maximizing LinkedIn :";"Business communication Computer networks. Online social networks. Web 2.0."
localuse;"2013-07-29 09:37:16";LB2371.4.G73;"Get into graduate school :";"Universities and colleges United States Graduate work Admission. Universities and colleges United States Graduate work Directories. Universities and colleges United States Graduate work Entrance requirements."
localuse;"2013-07-29 09:37:21";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
issue;"2013-07-30 16:21:13";"HF5382.7.U6 B64";"What color is your parachute?, 2012 /";"Job hunting. Job hunting Computer network resources. Vocational guidance. Career changes. Applications for positions. Vocational guidance. Job hunting."
issue;"2013-07-31 16:03:07";HF5382.7.B374;"So what are you going to do with that? :";"Job hunting. Graduate students Employment. Career changes."
issue;"2013-07-31 16:03:19";"HD2769.2.U6 B875 2008";"The Idealist Guide to Nonprofit Careers for First-time Job Seekers.";
issue;"2013-08-09 16:35:28";"LB2351.52.U6.A74 2012";"Graduate admissions essays :";"Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship. College applications United States."
issue;"2013-08-14 12:23:09";"HF5381.L3563 2008";"How'd you score that gig? :";"Vocational guidance. Occupations. Job hunting."
issue;"2013-08-14 12:23:15";"HF5381.H6 2013";"The Accidental Career";
issue;"2013-08-14 17:13:53";HF5382.7.B64;"What color is your parachute? :";"Job hunting. Vocational guidance. Career changes."
issue;"2013-08-20 17:05:25";"HF5381.5828 2008";"Idea industry :";"Advertising Vocational guidance."
issue;"2013-08-20 17:05:32";"HF5381.G155.5 2004";"Working in tourism :";"Tourism Vocational guidance."
localuse;"2013-08-22 09:01:44";"HD2770.16.LC1072 2009";"The Successful Internship: Personal, Professional, and Civic Development.";
issue;"2013-08-22 09:46:36";"HF5382.75.LB2367 2005";"Fishing for a major /";"College majors United States Handbooks, manuals, etc. Vocational guidance United States Handbooks, manuals, etc. College student orientation United States Handbooks, manuals, etc."
issue;"2013-08-26 11:48:39";"HF5383.S3275 2012";"Resume 101 :";"Cover letters. College graduates Employment United States. Resumes (Employment)"
issue;"2013-08-26 11:48:54";"HF 5549.5.I6.B87 2009";"The first 60 seconds :";"Employment interviewing."
issue;"2013-08-26 12:27:09";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
issue;"2013-08-26 12:27:12";"HM741.4.HF5386 2005";"Never eat alone and other secrets to success :";"Success in business. Business networks. Generosity. Interpersonal relations. Public relations."
localuse;"2013-08-26 15:52:23";HF5382.7.B64;"What color is your parachute? :";"Job hunting. Vocational guidance. Career changes."
localuse;"2013-08-26 16:58:41";"HF5382.75.LB2367 2005";"Fishing for a major /";"College majors United States Handbooks, manuals, etc. Vocational guidance United States Handbooks, manuals, etc. College student orientation United States Handbooks, manuals, etc."
issue;"2013-08-28 11:12:28";"R747.H28 S68 2006";"The soul of a doctor :";"Medicine Study and teaching Massachusetts Boston. Medical students Massachusetts Boston Biography. Education, Medical, Undergraduate Boston Personal Narratives. Students, Medical Boston Personal Narratives."
issue;"2013-08-28 11:12:42";"R745.M612 2006";"Med school confidential :";"Medical education United States. Medical students United States. Medical colleges United States. Education, Medical United States. Students, Medical United States. Universities United States."
issue;"2013-08-28 16:33:33";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-08-30 12:14:44";"HF5381.ML3795.3 2010";"Career opportunities in the music industry /";"Music Vocational guidance. Music Economic aspects."
localuse;"2013-09-04 16:54:47";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
issue;"2013-09-06 10:15:17";"HF5381.L48 2009";"They don't teach corporate in college :";"Business Vocational guidance. Success in business."
issue;"2013-09-06 11:16:17";"HF5381.E485 2007";"The career guide for creative and unconventional people /";"Vocational guidance. Creative ability."
localuse;"2013-09-06 16:14:40";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
localuse;"2013-09-09 14:49:43";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
localuse;"2013-09-09 14:50:30";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
issue;"2013-09-10 11:51:33";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
renew;"2013-09-12 01:52:17";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
renew;"2013-09-12 01:52:23";"HM741.4.HF5386 2005";"Never eat alone and other secrets to success :";"Success in business. Business networks. Generosity. Interpersonal relations. Public relations."
renew;"2013-09-12 09:05:54";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-09-12 09:32:57";"JK716.C59 2010";"The complete idiot's guide to getting government jobs /";"Civil service positions United States Handbooks, manuals, etc."
issue;"2013-09-12 13:11:40";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
localuse;"2013-09-16 15:03:30";"HF5381.C265373 2005 ";"Career development and counseling :";"Career development. Vocational guidance. Counseling."
localuse;"2013-09-17 11:13:39";"R747.H28 S68 2006";"The soul of a doctor :";"Medicine Study and teaching Massachusetts Boston. Medical students Massachusetts Boston Biography. Education, Medical, Undergraduate Boston Personal Narratives. Students, Medical Boston Personal Narratives."
localuse;"2013-09-17 11:13:46";"R745.M612 2006";"Med school confidential :";"Medical education United States. Medical students United States. Medical colleges United States. Education, Medical United States. Students, Medical United States. Universities United States."
issue;"2013-09-19 16:03:30";"LB2351.52.U6.A74 2012";"Graduate admissions essays :";"Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship. College applications United States."
issue;"2013-09-19 16:03:48";LB2371.4.G73;"Get into graduate school :";"Universities and colleges United States Graduate work Admission. Universities and colleges United States Graduate work Directories. Universities and colleges United States Graduate work Entrance requirements."
localuse;"2013-09-20 09:41:26";"HD6050.HV1568.5 2011";"Job search handbook for people with disabilities /";"People with disabilities Vocational guidance United States Handbooks, manuals, etc. Job hunting United States Handbooks, manuals, etc. People with disabilities Employment United States Handbooks, manuals, etc. Disabled Persons United States. Employment United States. Vocational Guidance United States."
localuse;"2013-09-20 09:41:32";"HF5381.E853 2007";"Making a living while making a difference :";"Career development. Vocational guidance."
localuse;"2013-09-20 09:41:36";"HF5382.7.G45 2012";"Working in your major :";"Job hunting. School-to-work transition. Career education. Resumes (Employment)"
localuse;"2013-09-20 09:41:39";"HF5381.GE195.11 2008";"Greenjobs :";"Environmental sciences Vocational guidance United States. Green movement Vocational guidance United States. Environmentalism Social aspects United States. Job hunting United States."
localuse;"2013-09-20 09:43:32";"HF5382.HM1281 2002";"Great jobs for sociology majors /";"Sociology Vocational guidance United States. Sociology Vocational guidance."
localuse;"2013-09-20 09:43:38";"HF5382.5.U5 2006";"New guide for occupational exploration :";"Occupations United States. Vocational interests United States. Vocational guidance United States."
localuse;"2013-09-20 09:43:41";HF5382.7.L347;"Great jobs for business majors /";"Job hunting. Business students Employment. Job hunting. Business students Employment. Occupations United States."
localuse;"2013-09-20 09:43:45";"HF5381.P324.LC1037 2003";"10 things employers want you to learn in college :";"Career education United States. College student orientation United States. Career development United States."
localuse;"2013-09-20 09:45:41";"HF5382.75.U6.B755 2010";"You majored in what? :";"College graduates Employment United States. College majors United States. Employment interviewing United States. Job hunting United States."
localuse;"2013-09-20 09:45:44";"LB2367.4.P460 2010";"The official guide to the GRE revised general test :";"Graduate Record Examination Study guides. Graduate Record Examination Study guides."
localuse;"2013-09-20 09:45:47";"R130.5.110 2004";"The ultimate guide to choosing a medical specialty /";"Medicine Specialties and specialists. Medicine Vocational guidance. Medicine United States. Career Choice United States. Professional Practice United States. Internship and Residency organization &amp; administration United States."
localuse;"2013-09-20 09:45:50";"HF5382.65.F46 2006 | V. 2";"Ferguson career resource guide for women and minorities.";"Women Vocational guidance United States Directories. Women Employment United States. Minorities Vocational guidance United States Directories. Minority women Employment United States."
localuse;"2013-09-20 09:48:56";"HF5381 .QH314 2003";"Great jobs for biology majors /";"Occupations United States. Biology Vocational guidance."
localuse;"2013-09-20 09:49:01";"HF 5381.D14 2002";"Careers for history buffs & others who learn from the past /";"History Vocational guidance United States. History Vocational guidance Canada. History Vocational guidance United States. History Vocational guidance Canada."
localuse;"2013-09-20 09:49:05";"HF5381.TX911.3 2010";"Culinary careers :";"Food service Vocational guidance. Cooking Vocational guidance."
localuse;"2013-09-20 09:49:07";"HC110.HD60.1 2009";"Ten Ways to Change the World in Your Twenties.";
localuse;"2013-09-20 09:52:23";"HF5381 .P91.6 2000";"Careers in communications and entertainment /";"Communication Vocational guidance. Mass media Vocational guidance."
localuse;"2013-09-20 09:52:28";"HF5381.LB2343.3 2005";"Launch your career in college :";"College student orientation. College students Vocational guidance. College students Employment. Career development. Business networks. School-to-work transition."
localuse;"2013-09-20 09:52:37";"HF5381.QA76.25.2 2009";"Top 100 health-care careers :";"Medicine Vocational guidance Forecasting. Health Occupations. Vocational Guidance. Medicine Vocational guidance Forecasting."
localuse;"2013-09-20 10:05:58";"HF5381.H845 2011";"Essentials of supply chain management";"Business logistics."
localuse;"2013-09-20 10:14:50";JK716.T732;"The student's federal career guide :";"Civil service positions United States Handbooks, manuals, etc."
renew;"2013-09-23 09:06:12";"HF5381.E485 2007";"The career guide for creative and unconventional people /";"Vocational guidance. Creative ability."
issue;"2013-09-26 11:00:30";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
issue;"2013-09-27 10:05:10";"R838.4.184 2004";"Get into Medical School: A Guide for the Perplexed, Second Edition.";
renew;"2013-09-27 14:32:45";"BF637.S8.G533 2011";"Outliers :";"Successful people. Success."
renew;"2013-09-27 14:33:03";"HM741.4.HF5386 2005";"Never eat alone and other secrets to success :";"Success in business. Business networks. Generosity. Interpersonal relations. Public relations."
issue;"2013-09-30 11:41:43";"HF5549.5.I6.C43 2012";"Case interview secrets :";"Business consultants Interviews. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-09-30 14:04:36";"HD62.5.C348 2010";"The start-up smarts :";"New business enterprises."
issue;"2013-09-30 14:43:16";"HQ1062.S76 2004";"Too young to retire :";"Retirement. Self-actualization (Psychology) in middle age. Self-actualization (Psychology) in old age. Finance, Personal."
issue;"2013-09-30 14:50:20";"HF5549.5.I6.K3 2010";"301 best questions to ask on your interview /";"Employment interviewing."
localuse;"2013-10-01 15:36:06";"HF5382.65.F46 2006 | V. 1";"Ferguson career resource guide for women and minorities.";"Women Vocational guidance United States Directories. Women Employment United States. Minorities Vocational guidance United States Directories. Minority women Employment United States."
issue;"2013-10-01 15:58:50";"HF5549.5.HD69 2011";"Ace your case! :";"Consultants Vocational guidance. Employment interviewing."
issue;"2013-10-02 12:38:58";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
localuse;"2013-10-04 09:31:01";"HF5549.5.I6.C43 2012";"Case interview secrets :";"Business consultants Interviews. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-10-08 10:04:33";HM741.T85;"Networking for job search and career success /";"Social networks. Career development. Success in business."
issue;"2013-10-08 17:04:57";"HF5549.5 .I6 M379 2005";"Interview fitness training :";"Employment interviewing United States."
issue;"2013-10-08 17:05:00";"HF5549.5.I6.F75 2009";"101 great answers to the toughest interview questions /";"Employment interviewing."
issue;"2013-10-09 09:55:47";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
renew;"2013-10-09 09:55:55";BF698.35.I59H45;"Introvert power :";"Introverts. Introversion."
localuse;"2013-10-09 14:34:24";"HD62.5.C348 2010";"The start-up smarts :";"New business enterprises."
localuse;"2013-10-09 14:34:28";"BF698.9.O3 T54 2";"Do what you are :";"Personality and occupation. Myers-Briggs Type Indicator. Vocational guidance."
issue;"2013-10-11 11:57:05";"R735 .F73 2011";"The MedEdits guide to medical school admissions :";"Medical colleges Admission. Medical colleges Entrance requirements. College applications United States."
issue;"2013-10-11 11:57:12";"R130.5.110 2004";"The ultimate guide to choosing a medical specialty /";"Medicine Specialties and specialists. Medicine Vocational guidance. Medicine United States. Career Choice United States. Professional Practice United States. Internship and Residency organization &amp; administration United States."
issue;"2013-10-11 12:00:46";"HF5382.75.U6.B43 2009";"Power ties :";"Job hunting United States Handbooks, manuals, etc. Students, Foreign Employment United States Handbooks, manuals, etc. Business networks United States Handbooks, manuals, etc."
issue;"2013-10-11 12:00:50";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-10-11 16:35:26";HF5549.5.I6.Y38;"Knock 'em dead 2004 /";"Employment interviewing."
issue;"2013-10-14 10:29:53";"HF5383.K418 2009";"Cover letters for dummies /";"Cover letters Handbooks, manuals, etc. Job hunting Handbooks, manuals, etc. Applications for positions Handbooks, manuals, etc."
issue;"2013-10-14 10:29:59";"HF5383.S247 2011";"Step-by-step cover letters :";"Cover letters."
renew;"2013-10-14 14:54:19";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
renew;"2013-10-14 23:01:37";"HQ1062.S76 2004";"Too young to retire :";"Retirement. Self-actualization (Psychology) in middle age. Self-actualization (Psychology) in old age. Finance, Personal."
issue;"2013-10-15 12:25:50";"HF5381.P324.LC1037 2003";"10 things employers want you to learn in college :";"Career education United States. College student orientation United States. Career development United States."
issue;"2013-10-15 14:03:34";"BV4740.P35 2000";"Let your life speak :";"Vocation Christianity. Occupations. Christianity. Vocational Guidance."
issue;"2013-10-17 14:45:11";"HD2770.15.LC1072 2006";"The intern files :";"Internship programs. Interns."
issue;"2013-10-18 15:01:12";HF5384.J36;"I don't know what I want, but I know it's not this :";"Career changes. Job satisfaction. Career development."
issue;"2013-10-18 16:37:08";JK1083.E53;"An insider's guide to political jobs in Washington /";"Government executives Selection and appointment United States. Presidents Staff Selection and appointment United States. Political parties Employees Selection and appointment United States."
localuse;"2013-10-22 11:36:04";"HF 5549.5.I6.B87 2009";"The first 60 seconds :";"Employment interviewing."
localuse;"2013-10-22 11:36:14";"HF5383.S3275 2012";"Resume 101 :";"Cover letters. College graduates Employment United States. Resumes (Employment)"
issue;"2013-10-22 14:49:07";HM741.T85;"Networking for job search and career success /";"Social networks. Career development. Success in business."
issue;"2013-10-22 15:39:08";"LB2351.52.U6.A74 2012 c.3";"Graduate admissions essays :";"Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship. College applications United States."
issue;"2013-10-22 15:52:48";"LB2351.52.U6.A74 2012";"Graduate admissions essays :";"Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship. College applications United States."
issue;"2013-10-22 15:52:51";"HQ799.5.174 2006";"No more ramen :";"Young adults Life skills guides. Young adults Conduct of life. Young adults Vocational guidance. Job hunting. Young adults Finance, Personal."
issue;"2013-10-22 15:53:26";"LB2351.52.U6 S746 2009";"Peterson's how to write the perfect personal statement /";"College applications United States. Universities and colleges United States Graduate work Admission. Exposition (Rhetoric) Essay Authorship."
issue;"2013-10-22 16:01:06";"HF5549.5.I6.C675 2011";"Case in point :";"Consultants Vocational guidance. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-10-22 16:01:12";"HF5549.5.I6.C43 2012";"Case interview secrets :";"Business consultants Interviews. Business consultants Vocational guidance. Employment interviewing United States."
issue;"2013-10-22 16:32:42";"HG179 2005";"Your financial future :";"College graduates Finance, Personal."
